内容,时间戳
感觉他们关系更熟了,196.37800
集合集合哈哈哈哈哈,188.27600
你小子,182.02600
上一季再哪里看,28.32500
启动启动,20.83800
来了来了,8.34200
这个bgm笑死我了,1809.79000
原来你也玩原神 ?????,1786.35300
不愧是攻略up,658.66600
场上不都是原，么,2010.09600
原神你也玩？,1942.37800
啊,12.63000
好厉害！！！！,1456.03000
柱子上,2004.79800
哈哈,1777.39800
原来你也玩原神,1774.59800
原来你也玩原神,1650.23300
原来你也玩原神,1634.91300
盒子啊,2154.28300
崩铁？,1605.67300
锅巴？,2075.43900
不尬的我不看,494.55900
原来你也玩（）,1778.47700
芙芙！好可爱捏,1263.94600
僵尸舞王蚌埠住了哈哈哈哈,1302.67100
花神诞祭！！！,566.77700
哈哈,1028.35900
《你小子》,1835.49900
文件夹有一个,2140.42300
原神启动,1798.01500
莴苣妈妈！妈妈！,1093.61400
竟然还有十分钟,1933.27200
为什么不是“你也玩原神”,1913.99200
哈哈哈哈哈哈哈哈哈三位何来底气,1191.54700
我求你们了你们拿显微镜看的吗哈哈哈哈哈哈哈哈哈,793.82700
花神诞祭,550.17200
自己玩自己的梗哈哈哈,2434.63400
原神启动！！！！,2435.95400
熊好可爱,236.65800
彼时的璃月…,22.53900
测试服的锅巴,136.14600
莴苣妈妈好强,1469.41600
有指纹。那看看灵球。别是个拟子,1756.60900
走之前能不能再来两口吃的...,2369.96800
bgm：青山揽梦,6.25900
给大家介绍一下，这段BGM是银临的青山揽梦！,3.10100
super也好君,1767.74800
是阿蒲去过的那个嘛,2385.24400
四川，启动！（雾）,6.82700
这画质就很熟悉,603.89900
有文化和没文化的差异完美的体现出来了,1216.76800
欧庇克莱四川院(确信,1559.14500
成就《众人合力荼?》,968.46600
我的愿望是我要钟离出神装！,935.99700
你们，行秋……六六六,864.38100
草了，直接拿走,766.90900
希望你喜欢这五百年来属于你的戏份,1384.08400
好好好须弥主线是吧,570.89900
冲过去打开两原石，完美，走！,388.37000
花神诞祭！！！！！！,563.95700
啊？！你在干什么，！帝君！,109.47500
一语惊醒梦中人 原来你也玩原神,1810.65900
欧璧克莱歌剧院,832.47600
没纸之律者,257.39200
米哈游，我特么没纸了,255.45200
院审，启动！,825.64500
原来你也玩原神？,1790.52300
20原石,950.87000
帮帮我,515.51500
记往生堂账上,313.33900
熊！！！！！我是你的狗狗！！！汪汪汪汪汪汪！！！！！！！！我爱你啊！！！！！！,228.16500
帝君遇害，起锅烧油,226.81100
这只猴阿~,29.58300
箱子呢，箱子去哪了,282.43500
花神诞祭,588.69100
月妈什么时候来,1204.57600
注：这是被魂压扁的。,2259.39800
居然是我家这边,40.82900
莴苣妈妈！！！,172.21100
三在这儿的意思是虚数,1228.49900
幻方，初一考了几次！,671.96600
会不会把线索吃了,1730.21600
应该叫摩拉,769.44700
一共15,663.26400
钟离出来啦！！！,106.63900
我是神里绫华的狗,2259.16200
可莉倾情制造,338.83200
核爆结决问题,340.16300
幺，来我家乡了,92.24300
我是一斗的狗,2380.03900
这叫，龙行十八式,875.11900
不愧是你,1676.73200
哈哈哈哈哈哈哈哈,1817.33700
我也尬住了,2052.47800
元素视野,1746.02800
暴雨哈哈哈,1435.93700
水龙水龙别哭啦！,1282.21900
哈哈哈哈,1720.01900
喘一下可还行哈哈哈哈哈哈,900.23900
又是熟悉的配方,542.82500
我是枫原万叶的狗！,2374.21700
我去,88.64000
原梦冒险团走出国际时期考古,2.05600
我是山里灵活的狗,2335.79900
woc，管？,152.36100
文殊院是吧,823.40100
啊？,2436.43400
v,944.21200
我的弹幕呢？,968.59500
用break跳出循环,616.76000
《还得是莴苣》,1399.88300
《因为要给钱》,1391.18400
王哥确实游戏黑洞啊,1376.78900
你们要把水洒没了,1363.69300
水龙水龙别哭了,1298.12900
后期好会啊,1286.53500
哈哈哈哈哈哈,1273.23700
感觉好难,1205.83400
太好笑了,2296.09600
哈哈哈哈哈哈哈哈哈哈,2276.74400
哈哈哈哈哈哈哈哈哈哈,2269.98700
这是真的卡视野了,2201.62700
考点来了各位,2159.80000
这个后期真不错,2141.68900
你们冒险团有点傻,2124.08700
终于懂了,2113.75100
这是彩蛋,2075.85400
哈哈哈哈哈哈哈尬住了,2062.97100
急死我了,2053.01700
是5个锅巴,2046.90000
这句话有7个字 是不是错了,2020.76700
我感觉应该是找锅巴,2013.11700
有锅巴,1995.54400
记住这个锅巴 一会儿要考,1985.44300
原来你也玩原神,1652.32300
NPC好专业啊,1606.68200
自猩,1570.35300
不愧是莴苣,1471.57700
是水龙哭了吗,1448.65800
哈哈哈哈哈哈哈哈哈,1438.89900
魂加油,1425.62600
这是辣个范大爷吗,438.38000
世界任务启动,412.67000
宝箱好还原,391.84200
记住这个嘟嘟通讯仪,374.39800
可爱,365.39900
来了来了,156.70600
帝君怎么也来了,124.63800
先生！！,115.15200
钟离钟离,108.10200
四川人狂喜,76.82200
大制作,65.82700
这就启动,53.49700
启动启动,39.20400
真的太好笑了,1322.41600
太好笑了,1300.90700
这个笑死,1295.05900
芙芙来了!,1269.24300
哈哈哈哈哈哈哈哈哈哈哈哈哈,1254.34000
我是大学生 送我,1243.66000
哈哈哈哈哈哈,1224.08200
哈哈哈哈哈哈哈哈哈哈,1217.71800
这就开摆,730.82800
北极熊呆住了,714.32100
王哥不会,697.61800
还得是妈妈,676.49900
稻妻的九宫格,665.69200
无限瓜子,624.18800
加起来等于15,591.19400
全靠莴苣了,583.41600
浓度好高,572.00900
自由魂儿³,246.57100
花神诞祭啊！！可恶我现在内心已经感到害怕了………,531.94200
妈！！！！！,156.47000
你真吃啊（doge）,1710.02700
要不把茶 藏起来，让他上茶,638.22700
轻策庄,4.27900
好像太极里面的一个技法，我记得应该叫云手！。,1117.36400
杜氏茶庄,197.29400
北极熊超级大南通！！！,267.77200
真尴尬啊,2069.02400
第一季即视感,1816.89900
流萤：6,1816.89900
内个说0的 我认同 hhh,307.79000
break呀,602.09200
《原梦冒险团的花神诞祭》,555.46400
为什么不用一加Ace2？,338.01000
不是莱欧斯利狂热粉？,254.60800
原神，启动,2432.76400
流萤没来,115.58900
那个通讯仪好像是被自由魂儿坐扁了,2294.84600
你够了,2343.95500
蔡玉柳红,874.27300
幻方？,453.22700
天才！（破音）,1889.40500
有没有可能wu~是大战更衣室的时候Van原创的,1862.06700
四川书,90.04300
感觉熊镜头好少,1126.06400
哈哈哈哈哈,1259.82400
这不就...胡了！！！（青雀音）,1638.86200
哈哈哈哈哈哈,1819.00100
我看见了锅巴穿熊猫的衣服,2.94000
原,2438.26900
帮帮我吧，嘟嘟可吧,2284.56200
不愧是莴苣妈妈,1476.18400
这家妹莴苣妈妈真得散,1533.73100
我的萍儿,47.43300
666,803.67700
我也是,2340.73600
芜湖，到我们四川喽,65.44200
萍姥姥原地大小变成珍贵,342.15200
找锅巴,1921.42700
前方名场面,1783.88800
嘟嘟可这会儿已经开始型变了,1166.96800
莴苣真可靠,1105.30700
摩拉留下,941.46700
原梦冒险团最适合爷的电视剧,26.25100
l我以为是翠翠,336.90000
纸巾盒卡视野了,2191.87100
凌乱了已经,1174.56100
崩铁得插出去,225.21500
蒙德風神歡迎你,1724.59000
啊？,6.29900
原来你也玩原神,2049.27700
原在这,1973.56500
原来你也玩原神,1818.87700
救命哈哈哈哈哈哈哈哈不要再用这个bgm了啊哈哈哈哈！！！,2349.36000
好尬啊啊啊啊啊救命,1844.51700
劳资苏道山,45.57300
钟离出镜,108.21100
有自由魂儿吗,210.69900
好利来的点心,1703.10000
这么细？哪里有啊？,794.76200
你们是班尼特冒险团是吧？,768.27500
一语惊醒梦中人,1799.65100
原来...你也？,1783.76300
（是朗给的诱惑),1682.03000
？,1692.58000
钟离！！,108.95900
看他们后面的门里，你会发现(狗头),2387.82100
原来你也玩原,1920.37100
河图洛书嘛,665.38600
河图洛书,458.04700
你也玩原神,1924.78400
莴苣妈血c,1530.86900
bgm炸裂,2348.68700
萍姥姥变成华丽宝箱了（bushi,344.15400
啊我动力,466.86000
《慢慢喝》,417.06300
天动万象！钟离驾到！,376.23100
boy好可爱,1943.41400
原来你也玩原神(确信,1792.21400
原来你也玩原神,1790.55500
boy好帅好可爱,1654.42400
《自信“猩”》,1559.80300
boy:你们四个天衣无缝得了,1529.81600
不是boy学不会，而是boy胳膊太难挥,1349.69600
天真无邪的boy,1331.47000
笨笨猩,1322.35000
锅巴,2076.73400
中国bpy偷懒惯犯哈哈哈哈,1111.88000
死去的848老梗突然攻击我,993.45100
死去的848老梗突然攻击我,1005.21100
原来你也玩原神！！！,1788.85900
大名鼎鼎的旅行者,951.69900
米游社钓鱼小活动的bgm,1351.80500
惊现芙芙！！！！,1262.73900
再靠近我一点，可是雪飘进双眼~,912.42200
常驻玩家,297.69000
锅巴好可爱,812.14200
院审！启动！,825.69900
太厉害了莴苣妈妈,1169.18700
呵呵,28.89100
还以为真瞳显现……,1886.48200
9,2434.61600
原来,1788.47700
是枫丹music！,1774.48300
限 时 挑 战,1608.93300
哈哈哈哈哈哈哈哈哈,1821.20000
下意识的想打开B站找妈妈……,1666.57800
哈哈哈哈哈哈哈哈哈哈,1285.97200
npc发任务了（肯定）,489.92500
管大校你好出戏啊,764.87500
妈妈领域展开,735.91300
王哥身体向来是装了个钢板的,1283.60300
院审，启动,828.59900
用孙红雷开箱法,1648.13900
北极熊！！！！！！！,256.57900
爱你不是我的错,253.40100
这太诱惑了,253.40100
院审，启动,827.98200
辛苦各位啦~,1537.95500
原来你也玩？？,1781.09000
这神秘的宝藏不可能是尘歌壶吧,344.95500
纸盒,2197.39500
哈哈哈哈哈哈哈,2060.73400
哈哈哈哈哈哈哈哈哈哈哈哈,1802.17400
原来你也玩原神啊,1765.17900
熊！,226.62200
哪个是熊啊,136.06000
啊啊啊啊啊钟离,111.08700
原来你也玩原神,1769.75800
原来你也玩原神（即答,1763.79300
盒盒盒盒盒盒盒盒盒盒盒盒,1448.87300
想抽根电子烟（即答,908.24200
hhhhhhhhhhhhhhh,2061.18200
熊熊真可爱,1403.05500
太搞了,2352.14700
丝线交织,1279.20200
喊完口号动作忘了,1236.60200
原神启动,1210.96200
10原石,920.76200
你也玩原神,1928.34300
原在那五个字里,1976.85200
hhhhhhhhh,2065.89500
原来你也（）,1767.88200
原来你也玩原神,1817.42500
竟然是这样,1790.14500
中国猩猩！！,123.07900
王宝宝！！！！,153.06700
npc特有的，我说我自己的,421.10200
这是安顺廊桥，不是九眼桥,140.36700
望江公园,137.48700
纸巾盒子哈哈哈,2185.68200
原神，启动,2434.56300
所以其实是是还差个原,1972.32300
啊啊啊啊懂了懂了,1898.02000
过于明显力,1865.96300
乐蒙了,1820.34400
《纠缠之源》,174.43800
火炬,1747.95400
五郎,1709.44600
在哪都当妈,757.16400
温迪：卢老爷开张了？！,1238.55500
648,1011.19700
教令院,849.73500
让他们走，累死他们,600.13200
哈哈哈哈哈哈,1259.94500
浑身像有蚂蚁子爬,548.00400
锅巴锅巴！！！,2061.22700
终于有人称金币为摩拉了。,1115.54600
哈哈哈,1784.46700
NPC是這樣的,1631.38600
看熊,144.41800
花神诞祭,529.10800
花神诞祭？,495.14800
嘟嘟可,138.77000
明知故看,2434.11000
各位，我们都是开上帝视角才发现的，就不要搁这发了,2186.34200
第1季也有帝君哪,123.32100
这才是真正的彩蛋,2053.94700
可事实上这里都是原神玩家,1806.91000
东西,2428.79500
来了来了,2420.76600
前方有怪东西,2411.02000
[前方高能],2403.41700
wu~,2356.80700
哈哈哈哈哈,2346.73300
蚌埠住了,1809.09200
DNA动了,1784.46100
[前方高能],1770.72500
卷心菜勇者 哈哈哈哈哈,799.14700
哈哈哈哈哈,775.86500
不愧是你,699.33800
笑死我了熊,1684.28700
水猩记,1402.00300
不是boy成功了，是时间到了,1330.59800
花神诞祭,555.98700
左下角细节,479.49500
已经进入解密环节了,472.11700
喝空气,421.83000
boy：不胜酒力，不胜酒力,1222.65400
嘟嘟通讯仪 实体,371.41100
哈哈哈哈哈,262.16000
发现摩拉的珍贵了,1127.33400
没谁 谁尴尬,176.48100
男孩子的快乐,167.25200
这熟悉的开头音乐！,123.30400
啊？,106.88100
熊猫~,101.53500
制作上了档次了 第二季,73.43100
啊？,20.37500
院审，启动！,816.31500
赛诺上大号说话!,2297.63800
河图洛书,629.47400
上九下一左三右七二四为肩六八为足,586.16200
元素视野,1748.22000
看点正事吧，北极熊。!,1721.54000
限时挑战,966.27800
行秋,875.11800
迪希雅,840.87800
院审，启动,820.75800
你也……,1765.37100
派蒙？,614.71800
就是须弥主线,604.47800
花神诞祭,528.67800
可莉炸弹,358.99800
凯瑟琳,347.35700
冒险家协会的,287.95700
找个大佬,85.45900
嘟嘟可通讯器：让世界彻底遗忘我,1594.18200
欧毕克莱川剧院（确信）,1564.78200
初音未来,2430.25100
笑抽抽了,1433.47500
桂林书等于《森林树》,27.33100
水龙水龙别哭了~,1423.75500
破绽，稍纵即逝！,1411.27500
留影机哈哈哈哈,1281.19500
瀚哲哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1278.53500
稻妻的解密,664.28400
行秋写的吧，好抽象…,1899.69600
行秋写的字吗？,1895.83000
好好好，花神诞祭是吧,559.89800
院神，启动！,811.82700
莴苣瘦了好多啊,170.02500
左上角出现一只熊,1659.91000
三阶幻方,513.75600
捏妈川渝话哈哈哈哈哈,30.47800
小学奥数,504.28600
水龙水龙别哭了,1435.87100
看个北极熊哈哈哈,144.42400
月月比较社恐，所以不太有可能会参加这种的,169.59800
莴苣强行带四个不争气的队友,1475.97700
老板:其实那天循环是我们骗你的。我们只是想让你多给点钱而已。,614.25700
原神启动,488.29500
上次也有一个钟离，懂了真·闲游尘事是吧,125.53700
boy这一身好帅啊可恶,811.76700
不是刷新速度都这么快？,527.37900
给岩王爷喝了。,422.07500
《锅巴新皮肤》,134.33300
书上有字,1642.17200
原来你也玩原神,1771.73600
原来你有玩元神,1766.89600
密室逃脱是吧，密逃是吧,1664.65600
妈妈好厉害,1456.82900
紫光灯能照到鬼魂手印（bushi,1742.35900
不愧是攻略up,666.77900
行秋写的吗,1893.82100
元素视野,1745.12500
北极熊阿阿阿阿阿阿,256.87300
帝君呢,196.41200
爱你不是我的错～,258.11100
配音演员忙啊,377.31000
管大校，自由魂儿，boy，熊:我们五个太强了,1535.28700
月妈妈社恐的,204.75100
弹幕别发癫了,2377.08900
文殊院,826.62300
原来你也玩原神，这个是答案,1772.08200
九宫格吧数独,601.31900
芙门,1278.27000
原神━━━━━启动━━━━！！！！,2432.13700
原字共用？,1969.75700
原字公用,1951.60100
我是钟离的狗！！,2380.98400
熊一说话，我就想找右下角的人,1182.36000
撒瓜子应该是一个记忆点。,483.67000
《茶馆诞祭》,586.47100
《老早就建成的梅洛彼得堡的公爵，简称老公》,256.12500
这个通讯仪之后被魂儿顺走了,390.68300
我是胡桃的狗！！！,2371.89600
先生！！！？,109.09500
两个人互相同情，算不算对联（怜）,2278.09700
原神━━━━━启动！！,4.62600
好烦这人,1722.76400
《“摸”拉》,1393.01900
哈哈哈，曾老师那个特效笑死我了,1300.45900
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1222.65900
尘歌壶,1099.11300
体力条有点真实,897.72700
中国boy超级大白给,1283.96600
出院！,1805.39000
你谁啊,233.85300
武术生表示好熟悉,1146.47500
原来你也玩原神？！,1765.07300
看成了阮,810.08000
院审，启动！,815.63500
哦～原来，你 也 玩～原神～？,1784.90700
因为是“蜀”中行，蜀的谐音是书，洒了水就用不了力（悲）,859.67200
←原神启动,759.84800
散兵的斗笠形状是圆的，所以是原散兵曾经也是正机之神，所以是神散兵是七叶寂照秘密主，所以是启散兵曾在至冬做执行官，所以是动,751.56800
